1722352551.388280 server started (32330): version 3.4, socket /private/tmp/tmux-501/default, protocol 8
1722352551.388346 on Darwin 23.5.0 Darwin Kernel Version 23.5.0: Wed May  1 20:16:51 PDT 2024; root:xnu-10063.121.3~5/RELEASE_ARM64_T8103
1722352551.388360 using libevent 2.1.12-stable select
1722352551.388374 using utf8proc 2.9.0
1722352551.388382 using ncurses 6.5 20240427
1722352551.505619 client 0x150008600 IDENTIFY_ENVIRON WEZTERM_CONFIG_FILE=/Users/mohammed/.wezterm.lua
1722352551.505621 peer 0x128008000 message 105
1722352551.505623 client 0x150008600 IDENTIFY_ENVIRON COLORTERM=truecolor
1722352551.505625 peer 0x128008000 message 105
1722352551.505628 client 0x150008600 IDENTIFY_ENVIRON _=/opt/homebrew/bin/tmux
1722352551.505630 peer 0x128008000 message 106
1722352551.505632 client 0x150008600 name is client-32360
1722352551.505636 peer 0x128008000 message 200
1722352551.505638 cmd_unpack_argv: argv[0]=bind-key
1722352551.505640 cmd_unpack_argv: argv[1]=M-u
1722352551.505642 cmd_unpack_argv: argv[2]=run-shell
1722352551.505645 cmd_unpack_argv: argv[3]=/Users/mohammed/.tmux/plugins/tpm/bindings/clean_plugins
1722352551.505648 cmd_parse_build_commands 0:0: bind-key
1722352551.505650 cmd_parse_build_commands 0:1: M-u
1722352551.505652 cmd_parse_build_commands 0:2: run-shell
1722352551.505654 cmd_parse_build_commands 0:3: /Users/mohammed/.tmux/plugins/tpm/bindings/clean_plugins
1722352551.505657 args_parse_flags: next M-u
1722352551.505659 args_parse: flags end at 1 of 4
1722352551.505664 args_parse: 1 = M-u (type STRING)
1722352551.505667 args_parse: 2 = run-shell (type STRING)
1722352551.505669 args_parse: 3 = /Users/mohammed/.tmux/plugins/tpm/bindings/clean_plugins (type STRING)
1722352551.505676 cmd_parse_build_commands: bind-key M-u run-shell /Users/mohammed/.tmux/plugins/tpm/bindings/clean_plugins
1722352551.505679 cmdq_get_command: [bind-key/0x147707270] group 2882
1722352551.505682 cmdq_append <client-32360>: [bind-key/0x147707270]
1722352551.505684 cmdq_append <client-32360>: [server_client_command_done/0x1477079f0]
1722352551.505687 cmdq_next <global>: waiting
1722352551.505689 cmdq_next </dev/ttys007>: waiting
1722352551.505691 cmdq_next <client-32360>: enter
1722352551.505694 cmdq_next <client-32360>: [bind-key/0x147707270] (0), flags 0
1722352551.505696 cmd_find_best_session: 0 sessions to try
1722352551.505698 cmd_find_current_client: no target, return 0x0
1722352551.505700 cmd_find_best_session: 0 sessions to try
1722352551.505702 cmd_find_best_session: 0 sessions to try
1722352551.505705 cmd_parse_build_commands 0:0: run-shell
1722352551.505707 cmd_parse_build_commands 0:1: /Users/mohammed/.tmux/plugins/tpm/bindings/clean_plugins
1722352551.505710 args_parse_flags: next /Users/mohammed/.tmux/plugins/tpm/bindings/clean_plugins
1722352551.505712 args_parse: flags end at 1 of 2
1722352551.505715 args_parse: 1 = /Users/mohammed/.tmux/plugins/tpm/bindings/clean_plugins (type STRING)
1722352551.505719 cmd_parse_build_commands: run-shell /Users/mohammed/.tmux/plugins/tpm/bindings/clean_plugins
1722352551.505724 key_bindings_add: 0x100000000075 M-u = run-shell /Users/mohammed/.tmux/plugins/tpm/bindings/clean_plugins
1722352551.505727 cmd_find_best_session: 0 sessions to try
1722352551.505729 unref client 0x150008600 (3 references)
1722352551.505732 cmdq_next <client-32360>: [server_client_command_done/0x1477079f0] (1), flags 0
1722352551.505734 unref client 0x150008600 (2 references)
1722352551.505736 cmdq_next <client-32360>: exit (empty)
1722352551.505738 cmdq_next <global>: waiting
1722352551.505740 cmdq_next </dev/ttys007>: waiting
1722352551.505743 cmdq_next <client-32360>: empty
1722352551.505745 sending message 203 to peer 0x128008000 (4 bytes)
1722352551.505751 cmdq_next <global>: waiting
1722352551.505753 cmdq_next </dev/ttys007>: waiting
1722352551.505756 cmdq_next <client-32360>: empty
1722352551.505888 lost client 0x150008600
1722352551.505901 remove peer 0x128008000
1722352551.505904 unref client 0x150008600 (1 references)
1722352551.505907 free client 0x150008600 (0 references)
1722352551.505910 cmdq_next <global>: waiting
1722352551.505913 cmdq_next </dev/ttys007>: waiting
1722352551.513108 add peer 0x128008000: 10 (0x150008600)
1722352551.513122 new client 0x150008600
1722352551.513126 cmdq_next <global>: waiting
1722352551.513130 cmdq_next </dev/ttys007>: waiting
1722352551.513157 peer 0x128008000 message 100
1722352551.513162 client 0x150008600 IDENTIFY_FLAGS 0x10010000
1722352551.513164 peer 0x128008000 message 111
1722352551.513167 client 0x150008600 IDENTIFY_LONGFLAGS 0x10010000
1722352551.513169 peer 0x128008000 message 101
1722352551.513172 client 0x150008600 IDENTIFY_TERM xterm-256color
1722352551.513174 peer 0x128008000 message 109
1722352551.513176 client 0x150008600 IDENTIFY_FEATURES 
1722352551.513179 peer 0x128008000 message 102
1722352551.513181 client 0x150008600 IDENTIFY_TTYNAME 
1722352551.513183 peer 0x128008000 message 108
1722352551.513191 client 0x150008600 IDENTIFY_CWD /Users/mohammed
1722352551.513193 cmdq_next <global>: waiting
1722352551.513196 cmdq_next </dev/ttys007>: waiting
1722352551.513201 peer 0x128008000 message 104
1722352551.513203 client 0x150008600 IDENTIFY_STDIN 11
1722352551.513206 cmdq_next <global>: waiting
1722352551.513208 cmdq_next </dev/ttys007>: waiting
1722352551.513213 peer 0x128008000 message 110
1722352551.513215 client 0x150008600 IDENTIFY_STDOUT 12
1722352551.513217 peer 0x128008000 message 107
1722352551.513220 client 0x150008600 IDENTIFY_CLIENTPID 32367
1722352551.513222 peer 0x128008000 message 105
1722352551.513234 client 0x150008600 IDENTIFY_ENVIRON TERM_PROGRAM=WezTerm
1722352551.513237 peer 0x128008000 message 105
1722352551.513240 client 0x150008600 IDENTIFY_ENVIRON _P9K_TTY=/dev/ttys007
1722352551.513242 peer 0x128008000 message 105
1722352551.513245 client 0x150008600 IDENTIFY_ENVIRON TERM=xterm-256color
1722352551.513247 peer 0x128008000 message 105
1722352551.513250 client 0x150008600 IDENTIFY_ENVIRON SHELL=/bin/zsh
1722352551.513252 peer 0x128008000 message 105
1722352551.513255 client 0x150008600 IDENTIFY_ENVIRON TMPDIR=/var/folders/5z/yvn89f3n0n33nglxppwzhxvh0000gn/T/
1722352551.513258 peer 0x128008000 message 105
1722352551.513260 client 0x150008600 IDENTIFY_ENVIRON HOMEBREW_REPOSITORY=/opt/homebrew
1722352551.513263 peer 0x128008000 message 105
1722352551.513266 client 0x150008600 IDENTIFY_ENVIRON TERM_PROGRAM_VERSION=20240405-180910-cce0706b
1722352551.513268 peer 0x128008000 message 105
1722352551.513270 client 0x150008600 IDENTIFY_ENVIRON USER=mohammed
1722352551.513273 peer 0x128008000 message 105
1722352551.513275 client 0x150008600 IDENTIFY_ENVIRON COMMAND_MODE=unix2003
1722352551.513278 peer 0x128008000 message 105
1722352551.513281 client 0x150008600 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.Ow6Z8fodci/Listeners
1722352551.513284 peer 0x128008000 message 105
1722352551.513287 client 0x150008600 IDENTIFY_ENVIRON __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0
1722352551.513290 peer 0x128008000 message 105
1722352551.513293 client 0x150008600 IDENTIFY_ENVIRON TMUX=/private/tmp/tmux-501/default,32330,-1
1722352551.513297 peer 0x128008000 message 105
1722352551.513300 client 0x150008600 IDENTIFY_ENVIRON WEZTERM_EXECUTABLE_DIR=/Applications/WezTerm.app/Contents/MacOS
1722352551.513302 peer 0x128008000 message 105
1722352551.513307 client 0x150008600 IDENTIFY_ENVIRON PATH=/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin
1722352551.513310 peer 0x128008000 message 105
1722352551.513312 client 0x150008600 IDENTIFY_ENVIRON LaunchInstanceID=AE334E10-0DE8-4ECE-B39E-A9D9BD1BBE3B
1722352551.513315 peer 0x128008000 message 105
1722352551.513317 client 0x150008600 IDENTIFY_ENVIRON __CFBundleIdentifier=com.github.wez.wezterm
1722352551.513319 peer 0x128008000 message 105
1722352551.513322 client 0x150008600 IDENTIFY_ENVIRON PWD=/Users/mohammed
1722352551.513324 peer 0x128008000 message 105
1722352551.513327 client 0x150008600 IDENTIFY_ENVIRON JAVA_HOME=/Library/Java/JavaVirtualMachines/temurin-11.jdk/Contents/Home
1722352551.513329 peer 0x128008000 message 105
1722352551.513332 client 0x150008600 IDENTIFY_ENVIRON P9K_SSH=0
1722352551.513334 peer 0x128008000 message 105
1722352551.513337 client 0x150008600 IDENTIFY_ENVIRON P9K_TTY=old
1722352551.513339 peer 0x128008000 message 105
1722352551.513342 client 0x150008600 IDENTIFY_ENVIRON LANG=en_US.UTF-8
1722352551.513344 peer 0x128008000 message 105
1722352551.513347 client 0x150008600 IDENTIFY_ENVIRON WEZTERM_PANE=0
1722352551.513349 peer 0x128008000 message 105
1722352551.513351 client 0x150008600 IDENTIFY_ENVIRON XPC_FLAGS=0x0
1722352551.513354 peer 0x128008000 message 105
1722352551.513356 client 0x150008600 IDENTIFY_ENVIRON XPC_SERVICE_NAME=0
1722352551.513359 peer 0x128008000 message 105
1722352551.513361 client 0x150008600 IDENTIFY_ENVIRON WEZTERM_UNIX_SOCKET=/Users/mohammed/.local/share/wezterm/gui-sock-28760
1722352551.513364 peer 0x128008000 message 105
1722352551.513366 client 0x150008600 IDENTIFY_ENVIRON SHLVL=4
1722352551.513369 peer 0x128008000 message 105
1722352551.513371 client 0x150008600 IDENTIFY_ENVIRON HOME=/Users/mohammed
1722352551.513373 peer 0x128008000 message 105
1722352551.513376 client 0x150008600 IDENTIFY_ENVIRON HOMEBREW_PREFIX=/opt/homebrew
1722352551.513378 peer 0x128008000 message 105
1722352551.513381 client 0x150008600 IDENTIFY_ENVIRON WEZTERM_CONFIG_DIR=/Users/mohammed
1722352551.513387 peer 0x128008000 message 105
1722352551.513389 client 0x150008600 IDENTIFY_ENVIRON LOGNAME=mohammed
1722352551.513391 peer 0x128008000 message 105
1722352551.513394 client 0x150008600 IDENTIFY_ENVIRON INFOPATH=/opt/homebrew/share/info:
1722352551.513396 peer 0x128008000 message 105
1722352551.513399 client 0x150008600 IDENTIFY_ENVIRON HOMEBREW_CELLAR=/opt/homebrew/Cellar
1722352551.513401 peer 0x128008000 message 105
1722352551.513404 client 0x150008600 IDENTIFY_ENVIRON _P9K_SSH_TTY=/dev/ttys007
1722352551.513406 peer 0x128008000 message 105
1722352551.513409 client 0x150008600 IDENTIFY_ENVIRON WEZTERM_EXECUTABLE=/Applications/WezTerm.app/Contents/MacOS/wezterm-gui
1722352551.513411 peer 0x128008000 message 105
1722352551.513414 client 0x150008600 IDENTIFY_ENVIRON SECURITYSESSIONID=186a3
1722352551.513416 peer 0x128008000 message 105
1722352551.513419 client 0x150008600 IDENTIFY_ENVIRON WEZTERM_CONFIG_FILE=/Users/mohammed/.wezterm.lua
1722352551.513421 peer 0x128008000 message 105
1722352551.513424 client 0x150008600 IDENTIFY_ENVIRON COLORTERM=truecolor
1722352551.513426 peer 0x128008000 message 105
1722352551.513428 client 0x150008600 IDENTIFY_ENVIRON _=/opt/homebrew/bin/tmux
1722352551.513431 peer 0x128008000 message 106
1722352551.513433 client 0x150008600 name is client-32367
1722352551.513437 peer 0x128008000 message 200
1722352551.513440 cmd_unpack_argv: argv[0]=start-server;
1722352551.513442 cmd_unpack_argv: argv[1]=show-environment
1722352551.513444 cmd_unpack_argv: argv[2]=-g
1722352551.513447 cmd_unpack_argv: argv[3]=TMUX_PLUGIN_MANAGER_PATH
1722352551.513450 cmd_parse_build_commands 0:0: start-server
1722352551.513452 cmd_parse_build_commands 1:0: show-environment
1722352551.513455 cmd_parse_build_commands 1:1: -g
1722352551.513457 cmd_parse_build_commands 1:2: TMUX_PLUGIN_MANAGER_PATH
1722352551.513462 args_parse: flags end at 1 of 1
1722352551.513466 args_parse_flags: next -g
1722352551.513468 args_parse_flags: -g
1722352551.513471 args_parse_flags: next TMUX_PLUGIN_MANAGER_PATH
1722352551.513473 args_parse: flags end at 2 of 3
1722352551.513475 args_parse: 2 = TMUX_PLUGIN_MANAGER_PATH (type STRING)
1722352551.513481 cmd_parse_build_commands: start-server ; show-environment -g TMUX_PLUGIN_MANAGER_PATH
1722352551.513485 cmdq_get_command: [start-server/0x1477063f0] group 2890
1722352551.513488 cmdq_get_command: [show-environment/0x147707ef0] group 2890
1722352551.513491 cmdq_append <client-32367>: [start-server/0x1477063f0]
1722352551.513493 cmdq_append <client-32367>: [show-environment/0x147707ef0]
1722352551.513496 cmdq_append <client-32367>: [server_client_command_done/0x147707fe0]
1722352551.513498 cmdq_next <global>: waiting
1722352551.513500 cmdq_next </dev/ttys007>: waiting
1722352551.513503 cmdq_next <client-32367>: enter
1722352551.513505 cmdq_next <client-32367>: [start-server/0x1477063f0] (0), flags 0
1722352551.513508 cmd_find_best_session: 0 sessions to try
1722352551.513510 cmd_find_current_client: no target, return 0x0
1722352551.513512 cmd_find_best_session: 0 sessions to try
1722352551.513515 cmd_find_best_session: 0 sessions to try
1722352551.513517 unref client 0x150008600 (4 references)
1722352551.513520 cmdq_next <client-32367>: [show-environment/0x147707ef0] (0), flags 0
1722352551.513522 cmd_find_best_session: 0 sessions to try
1722352551.513524 cmd_find_current_client: no target, return 0x0
1722352551.513526 cmd_find_best_session: 0 sessions to try
1722352551.513529 cmd_find_target: target none, type session, item 0x147707ef0, flags QUIET,CANFAIL
1722352551.513531 cmd_find_best_session: 0 sessions to try
1722352551.513533 cmd_find_target: error
1722352551.513539 server_client_print: TMUX_PLUGIN_MANAGER_PATH=/Users/mohammed/.tmux/plugins/
1722352551.513542 sending message 303 to peer 0x128008000 (12 bytes)
1722352551.513545 cmd_find_best_session: 0 sessions to try
1722352551.513547 unref client 0x150008600 (4 references)
1722352551.513551 cmdq_next <client-32367>: [server_client_command_done/0x147707fe0] (1), flags 0
1722352551.513556 unref client 0x150008600 (3 references)
1722352551.513558 cmdq_next <client-32367>: exit (empty)
1722352551.513560 cmdq_next <global>: waiting
1722352551.513563 cmdq_next </dev/ttys007>: waiting
1722352551.513565 cmdq_next <client-32367>: empty
1722352551.513571 cmdq_next <global>: waiting
1722352551.513574 cmdq_next </dev/ttys007>: waiting
1722352551.513576 cmdq_next <client-32367>: empty
1722352551.513601 peer 0x128008000 message 305
1722352551.513609 sending message 304 to peer 0x128008000 (60 bytes)
1722352551.513613 file 1 sent 56, left 0
1722352551.513616 cmdq_next <global>: waiting
1722352551.513619 cmdq_next </dev/ttys007>: waiting
1722352551.513621 cmdq_next <client-32367>: empty
1722352551.513624 sending message 203 to peer 0x128008000 (4 bytes)
1722352551.513631 cmdq_next <global>: waiting
1722352551.513634 cmdq_next </dev/ttys007>: waiting
1722352551.513636 cmdq_next <client-32367>: empty
1722352551.513774 lost client 0x150008600
1722352551.513790 remove peer 0x128008000
1722352551.513795 unref client 0x150008600 (2 references)
1722352551.513798 unref client 0x150008600 (1 references)
1722352551.513801 free client 0x150008600 (0 references)
1722352551.513804 cmdq_next <global>: waiting
1722352551.513807 cmdq_next </dev/ttys007>: waiting
1722352551.517971 add peer 0x128008000: 10 (0x150008600)
1722352551.517985 new client 0x150008600
1722352551.517989 cmdq_next <global>: waiting
1722352551.517992 cmdq_next </dev/ttys007>: waiting
1722352551.518024 peer 0x128008000 message 100
1722352551.518030 client 0x150008600 IDENTIFY_FLAGS 0x10010000
1722352551.518033 peer 0x128008000 message 111
1722352551.518036 client 0x150008600 IDENTIFY_LONGFLAGS 0x10010000
1722352551.518038 peer 0x128008000 message 101
1722352551.518041 client 0x150008600 IDENTIFY_TERM xterm-256color
1722352551.518044 peer 0x128008000 message 109
1722352551.518047 client 0x150008600 IDENTIFY_FEATURES 
1722352551.518050 peer 0x128008000 message 102
1722352551.518053 client 0x150008600 IDENTIFY_TTYNAME 
1722352551.518069 peer 0x128008000 message 108
1722352551.518080 client 0x150008600 IDENTIFY_CWD /Users/mohammed
1722352551.518083 cmdq_next <global>: waiting
1722352551.518086 cmdq_next </dev/ttys007>: waiting
1722352551.518092 peer 0x128008000 message 104
1722352551.518094 client 0x150008600 IDENTIFY_STDIN 11
1722352551.518097 cmdq_next <global>: waiting
1722352551.518099 cmdq_next </dev/ttys007>: waiting
1722352551.518104 peer 0x128008000 message 110
1722352551.518107 client 0x150008600 IDENTIFY_STDOUT 12
1722352551.518109 peer 0x128008000 message 107
1722352551.518111 client 0x150008600 IDENTIFY_CLIENTPID 32371
1722352551.518114 peer 0x128008000 message 105
1722352551.518116 client 0x150008600 IDENTIFY_ENVIRON TERM_PROGRAM=WezTerm
1722352551.518119 peer 0x128008000 message 105
1722352551.518121 client 0x150008600 IDENTIFY_ENVIRON _P9K_TTY=/dev/ttys007
1722352551.518124 peer 0x128008000 message 105
1722352551.518126 client 0x150008600 IDENTIFY_ENVIRON TERM=xterm-256color
1722352551.518128 peer 0x128008000 message 105
1722352551.518131 client 0x150008600 IDENTIFY_ENVIRON SHELL=/bin/zsh
1722352551.518133 peer 0x128008000 message 105
1722352551.518136 client 0x150008600 IDENTIFY_ENVIRON TMPDIR=/var/folders/5z/yvn89f3n0n33nglxppwzhxvh0000gn/T/
1722352551.518138 peer 0x128008000 message 105
1722352551.518141 client 0x150008600 IDENTIFY_ENVIRON HOMEBREW_REPOSITORY=/opt/homebrew
1722352551.518143 peer 0x128008000 message 105
1722352551.518146 client 0x150008600 IDENTIFY_ENVIRON TERM_PROGRAM_VERSION=20240405-180910-cce0706b
1722352551.518148 peer 0x128008000 message 105
1722352551.518150 client 0x150008600 IDENTIFY_ENVIRON USER=mohammed
1722352551.518153 peer 0x128008000 message 105
1722352551.518156 client 0x150008600 IDENTIFY_ENVIRON COMMAND_MODE=unix2003
1722352551.518158 peer 0x128008000 message 105
1722352551.518161 client 0x150008600 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.Ow6Z8fodci/Listeners
1722352551.518165 peer 0x128008000 message 105
1722352551.518167 client 0x150008600 IDENTIFY_ENVIRON __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0
1722352551.518178 peer 0x128008000 message 105
1722352551.518182 client 0x150008600 IDENTIFY_ENVIRON TMUX=/private/tmp/tmux-501/default,32330,-1
1722352551.518185 peer 0x128008000 message 105
1722352551.518188 client 0x150008600 IDENTIFY_ENVIRON WEZTERM_EXECUTABLE_DIR=/Applications/WezTerm.app/Contents/MacOS
1722352551.518190 peer 0x128008000 message 105
1722352551.518195 client 0x150008600 IDENTIFY_ENVIRON PATH=/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin
1722352551.518197 peer 0x128008000 message 105
1722352551.518200 client 0x150008600 IDENTIFY_ENVIRON LaunchInstanceID=AE334E10-0DE8-4ECE-B39E-A9D9BD1BBE3B
1722352551.518202 peer 0x128008000 message 105
1722352551.518205 client 0x150008600 IDENTIFY_ENVIRON __CFBundleIdentifier=com.github.wez.wezterm
1722352551.518207 peer 0x128008000 message 105
1722352551.518209 client 0x150008600 IDENTIFY_ENVIRON PWD=/Users/mohammed
1722352551.518212 peer 0x128008000 message 105
1722352551.518214 client 0x150008600 IDENTIFY_ENVIRON JAVA_HOME=/Library/Java/JavaVirtualMachines/temurin-11.jdk/Contents/Home
1722352551.518217 peer 0x128008000 message 105
1722352551.518219 client 0x150008600 IDENTIFY_ENVIRON TOP_PID=32361
1722352551.518221 peer 0x128008000 message 105
